"rt","stim","signal","time_elapsed","browser_name","browser_version","os_name","os_version","tablet","mobile","screen_resolution","window_resolution","participantID","response","correct","SSD","trial_i","block_i","focus","Fullscreen"
"240","right","yes","97507","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","false","200","1","0","focus","yes"
"null","right","no","100323","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","undefined","false","150","2","0","focus","yes"
"187","left","no","102027","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","false","150","3","0","focus","yes"
"715","left","yes","104248","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","f","false","150","4","0","focus","yes"
"1209","left","no","106981","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","false","100","5","0","focus","yes"
"724","right","no","109216","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","f","false","100","6","0","focus","yes"
"471","left","no","111200","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","false","100","7","0","focus","yes"
"null","right","no","113965","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","undefined","false","100","8","0","focus","yes"
"392","left","yes","115870","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","false","100","9","0","focus","yes"
"844","right","no","118227","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","f","false","50","10","0","focus","yes"
"983","right","yes","120720","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","false","50","11","0","focus","yes"
"171","right","no","122399","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","f","false","50","12","0","focus","yes"
"null","left","no","125173","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","undefined","false","50","13","0","focus","yes"
"113","left","no","126800","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","f","true","50","14","0","focus","yes"
"891","right","no","129200","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","true","50","15","0","focus","yes"
"182","left","no","130895","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","f","true","50","16","0","focus","yes"
"899","right","yes","133309","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","f","false","50","17","0","focus","yes"
"null","left","no","136069","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","undefined","false","50","18","0","focus","yes"
"360","left","no","137938","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","false","50","19","0","focus","yes"
"1070","left","yes","140517","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","f","false","50","20","0","focus","yes"
"471","right","no","142499","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","true","50","21","0","focus","yes"
"null","left","no","145280","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","undefined","false","50","22","0","blur","yes"
"403","right","no","147188","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","true","50","23","0","blur","yes"
"574","right","no","149296","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","f","false","50","24","0","blur","yes"
"null","left","yes","152060","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","undefined","true","50","25","0","blur","yes"
"360","left","no","153926","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","false","100","26","0","blur","yes"
"564","right","no","156018","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","f","false","100","27","0","blur","yes"
"246","left","no","157776","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","false","100","28","0","blur","yes"
"1023","right","no","160306","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","true","100","29","0","blur","yes"
"735","right","no","162552","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","j","true","100","30","0","blur","yes"
"757","left","no","164823","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","f","true","100","31","0","blur","yes"
"null","right","yes","167587","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","sas8s62n1s1ju5ldw649a2w8371c98h2","undefined","true","100","32","0","blur","yes"
