"rt","stim","signal","time_elapsed","browser_name","browser_version","os_name","os_version","tablet","mobile","screen_resolution","window_resolution","participantID","response","correct","SSD","trial_i","block_i","focus","Fullscreen"
"131","left","no","16556","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","true","200","1","0","focus","yes"
"null","right","yes","19323","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","undefined","true","200","2","0","focus","yes"
"396","right","no","21235","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","false","250","3","0","focus","yes"
"414","right","no","23159","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","true","250","4","0","focus","yes"
"null","left","yes","25923","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","undefined","true","250","5","0","focus","yes"
"879","left","no","28319","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","true","300","6","0","focus","yes"
"259","right","no","30089","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","true","300","7","0","focus","yes"
"616","left","no","32217","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","true","300","8","0","focus","yes"
"null","right","no","34982","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","undefined","false","300","9","0","focus","yes"
"649","right","no","37149","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","false","300","10","0","focus","yes"
"687","left","no","39347","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","false","300","11","0","focus","yes"
"null","right","yes","42108","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","undefined","true","300","12","0","focus","yes"
"163","left","no","43778","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","false","350","13","0","focus","yes"
"110","left","no","45400","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","true","350","14","0","focus","yes"
"1003","right","no","47910","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","false","350","15","0","focus","yes"
"null","left","yes","50702","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","undefined","true","350","16","0","focus","yes"
"613","left","no","52828","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","false","400","17","0","focus","yes"
"865","left","no","55204","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","false","400","18","0","focus","yes"
"432","left","no","57165","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","true","400","19","0","focus","yes"
"639","right","yes","59313","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","false","400","20","0","focus","yes"
"802","left","yes","61630","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","false","350","21","0","focus","yes"
"991","right","no","64140","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","false","300","22","0","focus","yes"
"null","right","no","66915","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","undefined","false","300","23","0","focus","yes"
"535","right","no","68958","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","false","300","24","0","focus","yes"
"282","left","no","70751","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","false","300","25","0","focus","yes"
"null","right","no","73538","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","undefined","false","300","26","0","focus","yes"
"235","left","no","75283","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","false","300","27","0","focus","yes"
"571","left","no","77362","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","true","300","28","0","focus","yes"
"434","right","yes","79308","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","false","300","29","0","focus","yes"
"null","left","yes","82074","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","undefined","true","250","30","0","focus","yes"
"744","right","no","84351","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","true","300","31","0","focus","yes"
"608","right","no","86466","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","true","300","32","0","focus","yes"
"235","right","no","180588","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","false","300","1","1","focus","yes"
"878","left","no","182225","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","false","300","2","1","focus","yes"
"1046","left","yes","184028","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","j","false","300","3","1","focus","yes"
"1108","right","no","185891","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","zoq34b4r6fmquu2z3ar28xqhd6mne6fm","f","false","250","4","1","focus","yes"
