"rt","stim","signal","time_elapsed","browser_name","browser_version","os_name","os_version","tablet","mobile","screen_resolution","window_resolution","participantID","response","correct","SSD","trial_i","block_i","focus","Fullscreen"
"104","left","no","19274","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","true","200","1","0","focus","yes"
"794","right","no","21581","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","j","true","200","2","0","focus","yes"
"null","left","no","24346","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","undefined","false","200","3","0","focus","yes"
"679","right","yes","26538","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","false","200","4","0","focus","yes"
"1013","right","no","29060","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","j","true","150","5","0","focus","yes"
"310","left","yes","30881","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","false","150","6","0","focus","yes"
"476","right","no","32865","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","false","100","7","0","focus","yes"
"null","left","no","35624","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","undefined","false","100","8","0","focus","yes"
"570","left","no","37721","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","true","100","9","0","focus","yes"
"690","right","no","39921","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","false","100","10","0","focus","yes"
"453","right","no","41886","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","j","true","100","11","0","focus","yes"
"902","right","no","44302","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","j","true","100","12","0","focus","yes"
"null","right","yes","47071","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","undefined","true","100","13","0","focus","yes"
"666","left","yes","49245","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","false","150","14","0","focus","yes"
"257","left","no","51017","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","j","false","100","15","0","focus","yes"
"1071","left","no","53593","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","true","100","16","0","focus","yes"
"1155","right","no","56260","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","j","true","100","17","0","focus","yes"
"1089","left","no","58861","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","true","100","18","0","focus","yes"
"403","left","yes","60776","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","j","false","100","19","0","focus","yes"
"1229","right","no","63520","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","false","50","20","0","focus","yes"
"200","left","no","65226","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","j","false","50","21","0","focus","yes"
"null","left","no","67987","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","undefined","false","50","22","0","focus","yes"
"1021","right","no","70521","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","j","true","50","23","0","focus","yes"
"1114","right","yes","73149","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","false","50","24","0","focus","yes"
"664","right","no","75326","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","j","true","50","25","0","focus","yes"
"1024","right","no","77869","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","false","50","26","0","focus","yes"
"873","left","no","80250","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","true","50","27","0","focus","yes"
"null","left","yes","83039","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","undefined","true","50","28","0","focus","yes"
"188","left","no","84740","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","f","true","100","29","0","focus","yes"
"829","right","no","87080","Firefox","147.0","macOS","10.15","undefined","undefined","1920 x 1080","1920 x 1080","qxp951afv4xkrna00udqw8e9cxxcovp9","j","true","100","30","0","focus","yes"
