"rt","stim","signal","time_elapsed","browser_name","browser_version","os_name","os_version","tablet","mobile","screen_resolution","window_resolution","participantID","response","correct","SSD","trial_i","block_i","focus","Fullscreen"
"217","left","no","31106","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","j","false","200","1","0","blur","yes"
"517","left","no","33140","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","f","true","200","2","0","blur","yes"
"null","right","yes","35900","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","undefined","true","200","3","0","blur","yes"
"647","right","no","38054","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","j","true","250","4","0","blur","yes"
"146","left","no","39712","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","f","true","250","5","0","blur","yes"
"870","right","no","42093","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","j","true","250","6","0","blur","yes"
"1066","right","no","44680","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","j","true","250","7","0","blur","yes"
"null","left","yes","47442","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","undefined","true","250","8","0","blur","yes"
"195","left","no","49143","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","f","true","300","9","0","blur","yes"
"796","right","no","51446","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","f","false","300","10","0","blur","yes"
"953","left","no","53910","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","j","false","300","11","0","blur","yes"
"736","right","no","56158","Firefox","148.0","macOS","10.15","undefined","undefined","1920 x 1080","954 x 1080","spje8zhw8t1f102lrpv2fwe112l0dbqm","f","false","300","12","0","blur","yes"
