"rt","stim","signal","time_elapsed","browser_name","browser_version","os_name","os_version","tablet","mobile","screen_resolution","window_resolution","participantID","response","correct","SSD","trial_i","block_i","focus","Fullscreen"
"132","left","no","82925","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","f","true","200","1","0","blur","yes"
"605","right","yes","85048","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","j","false","200","2","0","blur","yes"
"716","left","no","87274","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","f","true","150","3","0","blur","yes"
"1143","right","no","89971","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","j","true","150","4","0","blur","yes"
"1169","left","no","92665","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","f","true","150","5","0","blur","yes"
"1183","right","no","95364","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","j","true","150","6","0","blur","yes"
"907","left","yes","97782","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","f","false","150","7","0","blur","yes"
"1237","right","no","100542","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","j","true","100","8","0","blur","yes"
"422","right","no","102476","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","f","false","100","9","0","blur","yes"
"null","right","yes","105237","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","undefined","true","100","10","0","blur","yes"
"494","left","no","107240","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","j","false","150","11","0","blur","yes"
"null","left","yes","110006","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","undefined","true","150","12","0","blur","yes"
"503","right","no","112035","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","j","true","200","13","0","blur","yes"
"1170","left","no","114717","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","f","true","200","14","0","blur","yes"
"1099","left","no","117324","Firefox","146.0","macOS","10.15","undefined","undefined","1512 x 982","942 x 945","f7l9a3a3glaegajyf75dj4lrtwa71f2a","j","false","200","15","0","blur","yes"
